"","suppdem","age","party_reg_state","party_primary_state","sex","combined_ethnicity_4way","single","married","num_children","children_3plus","hasreligion","catholic","christian","bible_reader","interest_in_religion","donrever_1","liberal_donor","conservative_donor","contbrel_1","contbpol_1","contbhlt_1","blue_collar","farmer","professional_technical","retired","apparel_1","bookmusc_1","electrnc_1","boatownr_1","cat_1","environm_1","outdgrdn_1","outdoor_1","guns_1","golf_1","investor_1","veteran_1","expensive_items_1","cnty_pct_religious","cnty_pct_evangelical","district_status","property_status","collapsed_educ","relative_income"
"9753","N",76,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.47022,0.135818889,2,2,"2",0.478240077
"9754","N",79,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.4261,0.347898889,1,2,"2",1.852654815
"9755","N",76,0,1,"F","W",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.50956,0.401938889,1,2,"2",0.430200043
"9756","N",39,1,1,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.56234,0.03617,2,2,"4",1.178142888
"9757","N",53,0,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46761,0.318778889,2,2,"2",0.686178406
"9758","N",21,1,1,"F","B",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270008889,0.162538889,1,2,"2",3.065851945
"9759","Y",19,0,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44961,0.0957,2,2,"4",0.491936234
"9760","N",74,0,1,"F","W",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0.51647,0.107568889,1,2,"2",1.274012998
"9761","Y",62,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.59621,0.083348889,2,2,"2",2.202005713
"9762","Y",40,0,1,"F","W",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.485878889,0.23465,2,2,"2",1.435144148
"9763","N",34,1,0,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.515768889,0.05245,3,1,"2",5.387229735
"9764","Y",22,0,0,"F","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285278889,0.08176,2,2,"2",4.729852647
"9765","N",44,0,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0.60322,0.40775,2,2,"2",1.965032499
"9766","N",66,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.35761,0.077238889,1,2,"2",1.533742331
"9767","Y",26,0,1,"M","H",0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.59621,0.083348889,2,2,"2",1.433294475
"9768","N",62,0,1,"M","B",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.33911,0.250198889,2,2,"4",1.453186631
"9769","N",40,1,1,"F","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.39698,0.201718889,1,2,"2",1.371871007
"9770","N",67,0,1,"F","W",0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0.284508889,0.103718889,1,2,"2",1.316548572
"9771","N",77,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.303088889,0.02355,1,2,"2",0.688885194
"9772","N",34,1,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.54757,0.24308,2,2,"2",1.666388935
"9773","Y",39,0,1,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.440518889,0.11404,2,2,"2",1.014439576
"9774","N",75,0,1,"M","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0.490028889,0.266958889,2,2,"4",0.945076017
"9775","N",21,1,1,"M","B",0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0.467578889,0.308448889,1,2,"2",3.911892152
"9776","N",61,1,0,"F","B",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0.57383,0.053788889,2,2,"2",2.447009027
"9777","Y",37,1,1,"M","B",0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0.457628889,0.114908889,2,2,"1",1.340210372
"9778","Y",68,1,0,"F","W",0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0.503648889,0.18218,2,2,"2",1.114989335
"9779","N",23,0,1,"F","W",0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0.197878889,0.14912,2,2,"2",1.670876239
"9780","N",76,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.448008889,0.09115,3,2,"2",0.621375311
"9781","N",63,1,0,"F","W",0,1,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.43341,0.07934,2,2,"2",0.438622142
"9782","N",24,1,0,"F","W",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.756648889,0.01698,1,2,"2",1.968554925
"9783","N",60,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.312258889,0.038218889,2,2,"4",0.586919624
"9784","N",64,1,1,"F","B",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0.45567,0.20775,2,2,"1",1.058409688
"9785","N",56,1,0,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.654278889,0.032578889,3,2,"1",1.342386842
"9786","Y",68,1,0,"M","H",0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.531028889,0.038718889,1,2,"2",0.310882068
"9787","Y",33,1,1,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.48912,0.105718889,2,2,"2",1.659076122
"9788","N",24,1,0,"M","H",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49424,0.03796,3,1,"2",4.414574685
"9789","Y",60,0,0,"F","B",0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.459938889,0.154818889,2,2,"2",0.907990315
"9790","Y",46,1,0,"F","B",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0.72108,0.03945,3,2,"2",2.405944097
"9791","Y",74,0,1,"F","B",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.577888889,0.48068,1,2,"1",0.766764255
"9792","N",24,0,0,"F","A",1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.392948889,0.09684,2,1,"1",0.452887755
"9793","Y",18,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.367018889,0.126568889,2,2,"2",1.560843787
"9794","N",75,1,1,"M","W",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.381188889,0.08267,2,2,"2",0.717868397
"9795","N",56,1,1,"F","W",0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0.6057,0.06384,2,2,"1",1.103095672
"9796","Y",59,0,1,"F","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.40423,0.1239,2,2,"4",0.856559267
"9797","N",68,1,0,"F","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.41393,0.2988,1,2,"2",1.724595383
"9798","Y",65,1,0,"M","W",0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0.9095,0.00492,3,2,"2",1.41349791
"9799","Y",31,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37643,0.15271,2,1,"2",1.442555384
"9800","N",33,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.42304,0.30849,1,2,"2",3.004477828
"9801","Y",64,0,1,"M","H",0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.57725,0.10873,3,2,"1",0.691658597
"9802","Y",56,1,0,"F","W",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35761,0.077238889,3,1,"2",1.817731141
"9803","Y",65,0,0,"M","W",0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.430588889,0.086068889,2,2,"2",1.283428063
"9804","N",57,0,1,"F","W",0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.40423,0.1239,3,2,"4",1.830697129
"9805","N",69,0,1,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.273948889,0.098458889,1,2,"2",0.311220703
"9806","N",55,0,1,"F","W",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0.406528889,0.196878889,1,2,"2",1.356528753
"9807","N",35,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.408338889,0.13558,2,2,"2",1.293163708
"9808","N",38,1,1,"F","W",0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0.61636,0.448588889,1,2,"2",1.549412795
"9809","Y",42,1,1,"M","W",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.47036,0.091018889,1,2,"1",1.174225745
"9810","Y",46,1,1,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0.426838889,0.049758889,2,2,"2",4.436526833
"9811","Y",19,1,1,"M","W",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.43993,0.12137,1,2,"4",3.165687198
"9812","Y",53,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.376828889,0.14333,2,2,"2",1.037133445
"9813","Y",46,0,1,"M","W",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.424148889,0.158668889,2,2,"2",0.775860011
"9814","N",78,1,0,"M","H",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.397578889,0.108878889,3,2,"2",1.231227362
"9815","N",74,1,0,"M","W",0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0.40054,0.09579,1,2,"2",0.468632205
"9816","N",24,0,1,"F","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.559788889,0.288698889,1,2,"2",0.568643379
"9817","N",64,0,0,"F","W",0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0.54999,0.32025,1,2,"2",0.322001932
"9818","N",80,1,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.57383,0.053788889,2,2,"4",0.705528414
"9819","N",62,0,1,"F","W",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0.59621,0.083348889,2,2,"2",1.610543693
"9820","Y",74,0,0,"F","W",0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0.49217,0.357778889,2,2,"2",0.324396969
"9821","N",51,1,1,"M","W",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35037,0.17805,1,2,"1",1.074095397
"9822","N",65,0,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.3283,0.073488889,1,2,"2",0.967654944
"9823","N",29,0,1,"F","W",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0.412318889,0.320648889,1,2,"2",1.773301177
"9824","N",58,1,0,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4635,0.081128889,3,2,"2",2.108147992
"9825","N",77,1,1,"F","W",0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0.35687,0.128698889,3,2,"2",1.016530726
"9826","Y",45,1,1,"F","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.478698889,0.08112,2,2,"1",0.966850829
"9827","Y",73,1,0,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25841,0.19668,1,2,"1",0.513637974
"9828","Y",62,0,0,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.43311,0.10106,2,2,"2",1.081191649
"9829","N",86,0,1,"F","W",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0.52312,0.186508889,2,2,"2",0.248316106
"9830","N",76,1,1,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.381188889,0.08267,2,2,"2",0.703813874
"9831","N",45,1,0,"M","W",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.397578889,0.108878889,3,2,"2",1.854157286
"9832","Y",72,1,0,"F","W",0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.184408889,0.04389,1,2,"2",0.466817086
"9833","N",22,1,1,"F","H",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5078,0.087108889,2,1,"1",1.082637489
"9834","N",65,1,1,"F","H",0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0.37073,0.111098889,2,2,"4",2.111008135
"9835","N",81,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.457628889,0.114908889,1,2,"2",0.561647158
"9836","Y",38,0,1,"M","H",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0.222038889,2,2,"1",0.310821012
"9837","Y",49,0,1,"F","H",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.59621,0.083348889,3,2,"2",1.212361681
"9838","N",86,1,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.5395,0.10193,2,2,"2",0.359881516
"9839","Y",45,1,1,"F","W",0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0.57937,0.435088889,1,2,"2",1.886589047
"9840","N",46,1,1,"M","A",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457628889,0.114908889,3,2,"2",0.983618681
"9841","N",57,0,1,"M","W",0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0.37643,0.15271,2,2,"2",1.16514691
"9842","Y",49,0,1,"M","H",0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.552138889,0.301078889,2,2,"2",1.360639152
"9843","N",46,1,0,"F","W",0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.435078889,0.121988889,2,2,"1",1.755294012
"9844","N",76,1,1,"F","W",0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0.41343,0.077468889,2,2,"2",0.826162863
"9845","Y",63,1,0,"M","W",0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.49511,0.056618889,2,2,"4",0.92599188
"9846","Y",47,1,1,"M","H",0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0.381188889,0.08267,2,2,"2",0.84841629
"9847","N",85,0,1,"F","W",0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0.59969,0.41311,2,2,"2",0.345542502
"9848","N",40,1,1,"M","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40405,0.104858889,1,0,"2",1.575996363
"9849","N",42,0,1,"F","H",1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49741,0.213758889,2,2,"2",1.82239894
"9850","N",58,1,1,"M","W",0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0.47335,0.11623,1,2,"1",1.196994215
"9851","N",61,0,0,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0.376268889,0.1059,3,2,"1",1.839350163
"9852","N",61,1,1,"F","W",0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.34999,0.08509,1,2,"1",0.956298943
"9853","Y",64,0,1,"M","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.59621,0.083348889,3,2,"2",1.144872826
"9854","N",51,1,0,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.366588889,0.12437,2,2,"2",0.529984916
"9855","Y",66,1,0,"F","W",0,1,2,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0.468898889,0.133288889,2,2,"1",0.713631323
"9856","N",61,0,1,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.47406,0.092578889,1,2,"2",1.453488372
"9857","Y",70,1,0,"F","W",0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0.4621,0.20336,2,2,"2",0.718468713
"9858","N",47,0,1,"F","H",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0.409638889,0.24055,1,2,"2",1.199935613
"9859","Y",76,1,1,"M","W",0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0.39073,0.140008889,2,2,"4",0.394058806
"9860","N",42,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0.419888889,0.244628889,2,2,"4",1.464777637
"9861","N",61,1,0,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0.72108,0.03945,2,2,"2",1.82689428
"9862","Y",73,0,1,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0.50692,0.14878,1,2,"2",0.421438388
"9863","N",43,1,0,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.49424,0.03796,3,2,"4",0.494249596
"9864","N",48,0,1,"M","W",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.341258889,0.17059,1,2,"1",0.948008253
"9865","Y",44,1,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689308889,0.17356,2,0,"2",1.599515822
"9866","Y",57,1,0,"M","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367018889,0.126568889,3,2,"2",1.769245248
"9867","N",81,1,0,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.354378889,0.119988889,1,2,"2",1.767737854
"9868","N",21,1,0,"F","W",0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0.359008889,0.04792,1,2,"2",1.378794606
"9869","N",60,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.35037,0.17805,2,2,"1",2.122437639
"9870","N",59,1,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.295448889,0.07726,1,2,"2",1.49975404
"9871","N",80,0,0,"M","B",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0.505318889,0.129598889,2,2,"4",0.4535684
"9872","N",55,1,0,"M","W",0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.34887,0.178258889,1,2,"2",1.307116315
"9873","N",63,1,1,"F","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.603168889,0.338388889,2,2,"1",0.478275266
"9874","N",44,0,0,"M","W",0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.376768889,0.09323,1,2,"2",1.666479
"9875","N",49,1,1,"F","W",0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0.480188889,0.136638889,2,2,"4",1.025888601
"9876","Y",62,1,0,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0.39773,0.18227,2,2,"4",0.739225134
"9877","Y",57,0,1,"F","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.59621,0.083348889,3,2,"1",3.144565797
"9878","Y",22,0,1,"M","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61447,0.26006,3,1,"2",2.376103191
"9879","N",51,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49424,0.03796,3,0,"1",1.34193325
"9880","N",58,0,1,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.57286,0.1154,1,2,"2",1.204263987
"9881","N",63,0,1,"F","W",0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.60261,0.414328889,2,2,"1",1.644810622
"9882","N",32,1,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.83107,0.115408889,2,2,"2",1.325883133
